exon	length	distribution
1411	2	(prob=0.0000,cumulative=0.9882)
1413	1	(prob=0.0000,cumulative=0.9882)
1414	1	(prob=0.0000,cumulative=0.9882)
1415	2	(prob=0.0000,cumulative=0.9882)
1416	2	(prob=0.0000,cumulative=0.9882)
1417	2	(prob=0.0000,cumulative=0.9883)
1418	3	(prob=0.0000,cumulative=0.9883)
1419	3	(prob=0.0000,cumulative=0.9883)
1420	3	(prob=0.0000,cumulative=0.9883)
1421	2	(prob=0.0000,cumulative=0.9884)
1422	1	(prob=0.0000,cumulative=0.9884)
1424	1	(prob=0.0000,cumulative=0.9884)
1425	4	(prob=0.0000,cumulative=0.9884)
1426	2	(prob=0.0000,cumulative=0.9884)
1428	3	(prob=0.0000,cumulative=0.9885)
1429	1	(prob=0.0000,cumulative=0.9885)
1430	3	(prob=0.0000,cumulative=0.9885)
1431	1	(prob=0.0000,cumulative=0.9885)
1432	3	(prob=0.0000,cumulative=0.9885)
1433	2	(prob=0.0000,cumulative=0.9886)
1434	2	(prob=0.0000,cumulative=0.9886)
1436	5	(prob=0.0000,cumulative=0.9886)
1437	3	(prob=0.0000,cumulative=0.9887)
1438	1	(prob=0.0000,cumulative=0.9887)
1439	3	(prob=0.0000,cumulative=0.9887)
1440	1	(prob=0.0000,cumulative=0.9887)
1442	1	(prob=0.0000,cumulative=0.9887)
1443	1	(prob=0.0000,cumulative=0.9887)
1444	1	(prob=0.0000,cumulative=0.9887)
1446	1	(prob=0.0000,cumulative=0.9888)
1447	1	(prob=0.0000,cumulative=0.9888)
1448	2	(prob=0.0000,cumulative=0.9888)
1449	1	(prob=0.0000,cumulative=0.9888)
1450	1	(prob=0.0000,cumulative=0.9888)
1451	1	(prob=0.0000,cumulative=0.9888)
1452	3	(prob=0.0000,cumulative=0.9888)
1454	1	(prob=0.0000,cumulative=0.9889)
1455	2	(prob=0.0000,cumulative=0.9889)
1456	1	(prob=0.0000,cumulative=0.9889)
1457	1	(prob=0.0000,cumulative=0.9889)
1458	2	(prob=0.0000,cumulative=0.9889)
1459	1	(prob=0.0000,cumulative=0.9889)
1460	1	(prob=0.0000,cumulative=0.9889)
1461	4	(prob=0.0000,cumulative=0.9890)
1462	1	(prob=0.0000,cumulative=0.9890)
1463	3	(prob=0.0000,cumulative=0.9890)
1464	2	(prob=0.0000,cumulative=0.9890)
1465	1	(prob=0.0000,cumulative=0.9890)
1466	3	(prob=0.0000,cumulative=0.9891)
1467	2	(prob=0.0000,cumulative=0.9891)
1468	3	(prob=0.0000,cumulative=0.9891)
1470	1	(prob=0.0000,cumulative=0.9891)
1471	1	(prob=0.0000,cumulative=0.9891)
1474	1	(prob=0.0000,cumulative=0.9892)
1475	1	(prob=0.0000,cumulative=0.9892)
1476	1	(prob=0.0000,cumulative=0.9892)
1477	3	(prob=0.0000,cumulative=0.9892)
1478	1	(prob=0.0000,cumulative=0.9892)
1479	2	(prob=0.0000,cumulative=0.9892)
1480	1	(prob=0.0000,cumulative=0.9892)
1481	1	(prob=0.0000,cumulative=0.9893)
1482	2	(prob=0.0000,cumulative=0.9893)
1483	2	(prob=0.0000,cumulative=0.9893)
1484	1	(prob=0.0000,cumulative=0.9893)
1485	1	(prob=0.0000,cumulative=0.9893)
1486	3	(prob=0.0000,cumulative=0.9893)
1487	1	(prob=0.0000,cumulative=0.9894)
1488	3	(prob=0.0000,cumulative=0.9894)
1489	1	(prob=0.0000,cumulative=0.9894)
1490	1	(prob=0.0000,cumulative=0.9894)
1492	1	(prob=0.0000,cumulative=0.9894)
1494	2	(prob=0.0000,cumulative=0.9894)
1495	1	(prob=0.0000,cumulative=0.9894)
1496	1	(prob=0.0000,cumulative=0.9895)
1497	1	(prob=0.0000,cumulative=0.9895)
1499	2	(prob=0.0000,cumulative=0.9895)
1501	1	(prob=0.0000,cumulative=0.9895)
1502	6	(prob=0.0001,cumulative=0.9896)
1506	5	(prob=0.0000,cumulative=0.9896)
1508	1	(prob=0.0000,cumulative=0.9896)
1509	1	(prob=0.0000,cumulative=0.9896)
1510	1	(prob=0.0000,cumulative=0.9896)
1511	1	(prob=0.0000,cumulative=0.9896)
1513	1	(prob=0.0000,cumulative=0.9897)
1514	2	(prob=0.0000,cumulative=0.9897)
1515	2	(prob=0.0000,cumulative=0.9897)
1516	1	(prob=0.0000,cumulative=0.9897)
1518	1	(prob=0.0000,cumulative=0.9897)
1519	1	(prob=0.0000,cumulative=0.9897)
1520	3	(prob=0.0000,cumulative=0.9898)
1522	2	(prob=0.0000,cumulative=0.9898)
1523	1	(prob=0.0000,cumulative=0.9898)
1524	2	(prob=0.0000,cumulative=0.9898)
1527	3	(prob=0.0000,cumulative=0.9898)
1528	2	(prob=0.0000,cumulative=0.9899)
1529	3	(prob=0.0000,cumulative=0.9899)
1531	2	(prob=0.0000,cumulative=0.9899)
1532	1	(prob=0.0000,cumulative=0.9899)
1535	2	(prob=0.0000,cumulative=0.9899)
1536	1	(prob=0.0000,cumulative=0.9899)
1537	2	(prob=0.0000,cumulative=0.9900)
1538	2	(prob=0.0000,cumulative=0.9900)
1540	1	(prob=0.0000,cumulative=0.9900)
1541	1	(prob=0.0000,cumulative=0.9900)
1543	1	(prob=0.0000,cumulative=0.9900)
1544	2	(prob=0.0000,cumulative=0.9900)
1547	3	(prob=0.0000,cumulative=0.9901)
1548	1	(prob=0.0000,cumulative=0.9901)
1550	2	(prob=0.0000,cumulative=0.9901)
1552	3	(prob=0.0000,cumulative=0.9901)
1553	1	(prob=0.0000,cumulative=0.9901)
1555	1	(prob=0.0000,cumulative=0.9901)
1559	1	(prob=0.0000,cumulative=0.9901)
1561	2	(prob=0.0000,cumulative=0.9902)
1563	1	(prob=0.0000,cumulative=0.9902)
1564	4	(prob=0.0000,cumulative=0.9902)
1565	2	(prob=0.0000,cumulative=0.9902)
1567	5	(prob=0.0000,cumulative=0.9903)
1569	1	(prob=0.0000,cumulative=0.9903)
1572	1	(prob=0.0000,cumulative=0.9903)
1573	2	(prob=0.0000,cumulative=0.9903)
1574	1	(prob=0.0000,cumulative=0.9903)
1575	3	(prob=0.0000,cumulative=0.9904)
1576	4	(prob=0.0000,cumulative=0.9904)
1577	1	(prob=0.0000,cumulative=0.9904)
1578	2	(prob=0.0000,cumulative=0.9904)
1579	1	(prob=0.0000,cumulative=0.9904)
1580	2	(prob=0.0000,cumulative=0.9905)
1582	1	(prob=0.0000,cumulative=0.9905)
1584	2	(prob=0.0000,cumulative=0.9905)
1585	1	(prob=0.0000,cumulative=0.9905)
1589	2	(prob=0.0000,cumulative=0.9905)
1590	1	(prob=0.0000,cumulative=0.9905)
1591	2	(prob=0.0000,cumulative=0.9906)
1593	2	(prob=0.0000,cumulative=0.9906)
1594	1	(prob=0.0000,cumulative=0.9906)
1595	1	(prob=0.0000,cumulative=0.9906)
1596	2	(prob=0.0000,cumulative=0.9906)
1598	4	(prob=0.0000,cumulative=0.9907)
1602	2	(prob=0.0000,cumulative=0.9907)
1603	1	(prob=0.0000,cumulative=0.9907)
1606	2	(prob=0.0000,cumulative=0.9907)
1607	1	(prob=0.0000,cumulative=0.9907)
1608	2	(prob=0.0000,cumulative=0.9907)
1611	1	(prob=0.0000,cumulative=0.9907)
1612	2	(prob=0.0000,cumulative=0.9908)
1614	4	(prob=0.0000,cumulative=0.9908)
1615	3	(prob=0.0000,cumulative=0.9908)
1616	2	(prob=0.0000,cumulative=0.9909)
1617	3	(prob=0.0000,cumulative=0.9909)
1619	2	(prob=0.0000,cumulative=0.9909)
1620	1	(prob=0.0000,cumulative=0.9909)
1621	1	(prob=0.0000,cumulative=0.9909)
1622	1	(prob=0.0000,cumulative=0.9909)
1625	1	(prob=0.0000,cumulative=0.9909)
1627	1	(prob=0.0000,cumulative=0.9910)
1628	3	(prob=0.0000,cumulative=0.9910)
1629	2	(prob=0.0000,cumulative=0.9910)
1631	2	(prob=0.0000,cumulative=0.9910)
1632	3	(prob=0.0000,cumulative=0.9911)
1633	1	(prob=0.0000,cumulative=0.9911)
1634	1	(prob=0.0000,cumulative=0.9911)
1635	3	(prob=0.0000,cumulative=0.9911)
1636	1	(prob=0.0000,cumulative=0.9911)
1637	2	(prob=0.0000,cumulative=0.9911)
1638	2	(prob=0.0000,cumulative=0.9912)
1641	1	(prob=0.0000,cumulative=0.9912)
1642	2	(prob=0.0000,cumulative=0.9912)
1643	1	(prob=0.0000,cumulative=0.9912)
1644	1	(prob=0.0000,cumulative=0.9912)
1646	2	(prob=0.0000,cumulative=0.9912)
1647	2	(prob=0.0000,cumulative=0.9912)
1648	1	(prob=0.0000,cumulative=0.9913)
1649	1	(prob=0.0000,cumulative=0.9913)
1650	1	(prob=0.0000,cumulative=0.9913)
1651	1	(prob=0.0000,cumulative=0.9913)
1653	2	(prob=0.0000,cumulative=0.9913)
1654	1	(prob=0.0000,cumulative=0.9913)
1655	2	(prob=0.0000,cumulative=0.9913)
1656	1	(prob=0.0000,cumulative=0.9913)
1657	1	(prob=0.0000,cumulative=0.9914)
1659	2	(prob=0.0000,cumulative=0.9914)
1661	1	(prob=0.0000,cumulative=0.9914)
1663	1	(prob=0.0000,cumulative=0.9914)
1665	2	(prob=0.0000,cumulative=0.9914)
1667	1	(prob=0.0000,cumulative=0.9914)
1669	4	(prob=0.0000,cumulative=0.9915)
1671	1	(prob=0.0000,cumulative=0.9915)
1672	2	(prob=0.0000,cumulative=0.9915)
1674	1	(prob=0.0000,cumulative=0.9915)
1675	2	(prob=0.0000,cumulative=0.9915)
1678	1	(prob=0.0000,cumulative=0.9915)
1679	1	(prob=0.0000,cumulative=0.9915)
1681	1	(prob=0.0000,cumulative=0.9916)
1684	2	(prob=0.0000,cumulative=0.9916)
1689	2	(prob=0.0000,cumulative=0.9916)
1690	3	(prob=0.0000,cumulative=0.9916)
1692	1	(prob=0.0000,cumulative=0.9916)
1694	4	(prob=0.0000,cumulative=0.9917)
1695	2	(prob=0.0000,cumulative=0.9917)
1696	1	(prob=0.0000,cumulative=0.9917)
1697	1	(prob=0.0000,cumulative=0.9917)
1702	2	(prob=0.0000,cumulative=0.9917)
1706	2	(prob=0.0000,cumulative=0.9917)
1708	1	(prob=0.0000,cumulative=0.9918)
1709	1	(prob=0.0000,cumulative=0.9918)
1710	1	(prob=0.0000,cumulative=0.9918)
1711	2	(prob=0.0000,cumulative=0.9918)
1712	1	(prob=0.0000,cumulative=0.9918)
1714	4	(prob=0.0000,cumulative=0.9918)
1719	2	(prob=0.0000,cumulative=0.9919)
1720	1	(prob=0.0000,cumulative=0.9919)
1721	3	(prob=0.0000,cumulative=0.9919)
1722	1	(prob=0.0000,cumulative=0.9919)
1724	1	(prob=0.0000,cumulative=0.9919)
1725	1	(prob=0.0000,cumulative=0.9919)
1727	1	(prob=0.0000,cumulative=0.9919)
1730	1	(prob=0.0000,cumulative=0.9920)
1731	1	(prob=0.0000,cumulative=0.9920)
1734	1	(prob=0.0000,cumulative=0.9920)
1735	5	(prob=0.0000,cumulative=0.9920)
1736	1	(prob=0.0000,cumulative=0.9920)
1737	2	(prob=0.0000,cumulative=0.9921)
1738	1	(prob=0.0000,cumulative=0.9921)
1739	2	(prob=0.0000,cumulative=0.9921)
1740	1	(prob=0.0000,cumulative=0.9921)
1741	1	(prob=0.0000,cumulative=0.9921)
1744	1	(prob=0.0000,cumulative=0.9921)
1745	2	(prob=0.0000,cumulative=0.9921)
1747	1	(prob=0.0000,cumulative=0.9921)
1750	1	(prob=0.0000,cumulative=0.9922)
1752	1	(prob=0.0000,cumulative=0.9922)
1753	1	(prob=0.0000,cumulative=0.9922)
1754	1	(prob=0.0000,cumulative=0.9922)
1755	2	(prob=0.0000,cumulative=0.9922)
1756	1	(prob=0.0000,cumulative=0.9922)
1758	1	(prob=0.0000,cumulative=0.9922)
1759	1	(prob=0.0000,cumulative=0.9922)
1761	3	(prob=0.0000,cumulative=0.9923)
1763	2	(prob=0.0000,cumulative=0.9923)
1764	1	(prob=0.0000,cumulative=0.9923)
1769	1	(prob=0.0000,cumulative=0.9923)
1770	1	(prob=0.0000,cumulative=0.9923)
1771	1	(prob=0.0000,cumulative=0.9923)
1772	1	(prob=0.0000,cumulative=0.9923)
1776	2	(prob=0.0000,cumulative=0.9924)
1778	1	(prob=0.0000,cumulative=0.9924)
1779	1	(prob=0.0000,cumulative=0.9924)
1783	1	(prob=0.0000,cumulative=0.9924)
1784	1	(prob=0.0000,cumulative=0.9924)
1786	1	(prob=0.0000,cumulative=0.9924)
1788	4	(prob=0.0000,cumulative=0.9924)
1798	2	(prob=0.0000,cumulative=0.9925)
1800	1	(prob=0.0000,cumulative=0.9925)
1801	1	(prob=0.0000,cumulative=0.9925)
1803	2	(prob=0.0000,cumulative=0.9925)
1806	1	(prob=0.0000,cumulative=0.9925)
1809	2	(prob=0.0000,cumulative=0.9925)
1811	2	(prob=0.0000,cumulative=0.9926)
1812	3	(prob=0.0000,cumulative=0.9926)
1813	1	(prob=0.0000,cumulative=0.9926)
1814	1	(prob=0.0000,cumulative=0.9926)
1820	1	(prob=0.0000,cumulative=0.9926)
1823	1	(prob=0.0000,cumulative=0.9926)
1824	1	(prob=0.0000,cumulative=0.9926)
1826	1	(prob=0.0000,cumulative=0.9926)
1827	1	(prob=0.0000,cumulative=0.9927)
1830	1	(prob=0.0000,cumulative=0.9927)
1831	1	(prob=0.0000,cumulative=0.9927)
1833	2	(prob=0.0000,cumulative=0.9927)
1834	1	(prob=0.0000,cumulative=0.9927)
1836	1	(prob=0.0000,cumulative=0.9927)
1837	1	(prob=0.0000,cumulative=0.9927)
1838	2	(prob=0.0000,cumulative=0.9927)
1839	1	(prob=0.0000,cumulative=0.9928)
1842	1	(prob=0.0000,cumulative=0.9928)
1843	1	(prob=0.0000,cumulative=0.9928)
1845	1	(prob=0.0000,cumulative=0.9928)
1849	1	(prob=0.0000,cumulative=0.9928)
1850	1	(prob=0.0000,cumulative=0.9928)
1852	1	(prob=0.0000,cumulative=0.9928)
1853	1	(prob=0.0000,cumulative=0.9928)
1854	1	(prob=0.0000,cumulative=0.9928)
1856	1	(prob=0.0000,cumulative=0.9928)
1857	3	(prob=0.0000,cumulative=0.9929)
1858	1	(prob=0.0000,cumulative=0.9929)
1861	1	(prob=0.0000,cumulative=0.9929)
1862	2	(prob=0.0000,cumulative=0.9929)
1863	4	(prob=0.0000,cumulative=0.9930)
1866	1	(prob=0.0000,cumulative=0.9930)
1868	1	(prob=0.0000,cumulative=0.9930)
1873	1	(prob=0.0000,cumulative=0.9930)
1874	1	(prob=0.0000,cumulative=0.9930)
1876	1	(prob=0.0000,cumulative=0.9930)
1878	2	(prob=0.0000,cumulative=0.9930)
1883	1	(prob=0.0000,cumulative=0.9930)
1886	2	(prob=0.0000,cumulative=0.9931)
1888	1	(prob=0.0000,cumulative=0.9931)
1889	1	(prob=0.0000,cumulative=0.9931)
1890	1	(prob=0.0000,cumulative=0.9931)
1895	1	(prob=0.0000,cumulative=0.9931)
1897	2	(prob=0.0000,cumulative=0.9931)
1898	1	(prob=0.0000,cumulative=0.9931)
1900	1	(prob=0.0000,cumulative=0.9931)
1901	2	(prob=0.0000,cumulative=0.9932)
1902	1	(prob=0.0000,cumulative=0.9932)
1908	1	(prob=0.0000,cumulative=0.9932)
1909	1	(prob=0.0000,cumulative=0.9932)
1911	2	(prob=0.0000,cumulative=0.9932)
1912	1	(prob=0.0000,cumulative=0.9932)
1913	1	(prob=0.0000,cumulative=0.9932)
1914	3	(prob=0.0000,cumulative=0.9933)
1915	1	(prob=0.0000,cumulative=0.9933)
1916	1	(prob=0.0000,cumulative=0.9933)
1917	1	(prob=0.0000,cumulative=0.9933)
1918	1	(prob=0.0000,cumulative=0.9933)
1919	2	(prob=0.0000,cumulative=0.9933)
1924	1	(prob=0.0000,cumulative=0.9933)
1926	1	(prob=0.0000,cumulative=0.9933)
1928	1	(prob=0.0000,cumulative=0.9933)
1929	2	(prob=0.0000,cumulative=0.9934)
1934	1	(prob=0.0000,cumulative=0.9934)
1939	1	(prob=0.0000,cumulative=0.9934)
1945	1	(prob=0.0000,cumulative=0.9934)
1946	1	(prob=0.0000,cumulative=0.9934)
1947	2	(prob=0.0000,cumulative=0.9934)
1949	1	(prob=0.0000,cumulative=0.9934)
1950	2	(prob=0.0000,cumulative=0.9934)
1952	1	(prob=0.0000,cumulative=0.9935)
1953	4	(prob=0.0000,cumulative=0.9935)
1956	1	(prob=0.0000,cumulative=0.9935)
1959	3	(prob=0.0000,cumulative=0.9935)
1960	1	(prob=0.0000,cumulative=0.9935)
1962	1	(prob=0.0000,cumulative=0.9936)
1963	1	(prob=0.0000,cumulative=0.9936)
1965	2	(prob=0.0000,cumulative=0.9936)
1967	1	(prob=0.0000,cumulative=0.9936)
1968	2	(prob=0.0000,cumulative=0.9936)
1969	1	(prob=0.0000,cumulative=0.9936)
1971	2	(prob=0.0000,cumulative=0.9936)
1972	2	(prob=0.0000,cumulative=0.9937)
1973	1	(prob=0.0000,cumulative=0.9937)
1975	1	(prob=0.0000,cumulative=0.9937)
1976	1	(prob=0.0000,cumulative=0.9937)
1977	1	(prob=0.0000,cumulative=0.9937)
1978	2	(prob=0.0000,cumulative=0.9937)
1980	1	(prob=0.0000,cumulative=0.9937)
1987	2	(prob=0.0000,cumulative=0.9938)
1995	1	(prob=0.0000,cumulative=0.9938)
1999	1	(prob=0.0000,cumulative=0.9938)
2001	1	(prob=0.0000,cumulative=0.9938)
2003	1	(prob=0.0000,cumulative=0.9938)
2006	1	(prob=0.0000,cumulative=0.9938)
2008	2	(prob=0.0000,cumulative=0.9938)
2010	4	(prob=0.0000,cumulative=0.9939)
2012	1	(prob=0.0000,cumulative=0.9939)
2014	1	(prob=0.0000,cumulative=0.9939)
2018	1	(prob=0.0000,cumulative=0.9939)
2021	2	(prob=0.0000,cumulative=0.9939)
2028	3	(prob=0.0000,cumulative=0.9939)
2033	1	(prob=0.0000,cumulative=0.9940)
2034	2	(prob=0.0000,cumulative=0.9940)
2035	1	(prob=0.0000,cumulative=0.9940)
2037	2	(prob=0.0000,cumulative=0.9940)
2039	1	(prob=0.0000,cumulative=0.9940)
2042	1	(prob=0.0000,cumulative=0.9940)
2044	1	(prob=0.0000,cumulative=0.9940)
2045	2	(prob=0.0000,cumulative=0.9941)
2046	3	(prob=0.0000,cumulative=0.9941)
2052	1	(prob=0.0000,cumulative=0.9941)
2054	2	(prob=0.0000,cumulative=0.9941)
2055	1	(prob=0.0000,cumulative=0.9941)
2057	1	(prob=0.0000,cumulative=0.9941)
2058	1	(prob=0.0000,cumulative=0.9941)
2059	1	(prob=0.0000,cumulative=0.9942)
2063	1	(prob=0.0000,cumulative=0.9942)
2064	1	(prob=0.0000,cumulative=0.9942)
2066	2	(prob=0.0000,cumulative=0.9942)
2070	1	(prob=0.0000,cumulative=0.9942)
2071	2	(prob=0.0000,cumulative=0.9942)
2077	1	(prob=0.0000,cumulative=0.9942)
2079	3	(prob=0.0000,cumulative=0.9943)
2080	1	(prob=0.0000,cumulative=0.9943)
2082	1	(prob=0.0000,cumulative=0.9943)
2085	1	(prob=0.0000,cumulative=0.9943)
2087	1	(prob=0.0000,cumulative=0.9943)
2092	1	(prob=0.0000,cumulative=0.9943)
2099	1	(prob=0.0000,cumulative=0.9943)
2100	1	(prob=0.0000,cumulative=0.9943)
2106	2	(prob=0.0000,cumulative=0.9944)
2110	1	(prob=0.0000,cumulative=0.9944)
2113	1	(prob=0.0000,cumulative=0.9944)
2117	1	(prob=0.0000,cumulative=0.9944)
2118	1	(prob=0.0000,cumulative=0.9944)
2124	1	(prob=0.0000,cumulative=0.9944)
2134	1	(prob=0.0000,cumulative=0.9944)
2135	1	(prob=0.0000,cumulative=0.9944)
2137	2	(prob=0.0000,cumulative=0.9944)
2138	2	(prob=0.0000,cumulative=0.9945)
2139	1	(prob=0.0000,cumulative=0.9945)
2141	1	(prob=0.0000,cumulative=0.9945)
2144	1	(prob=0.0000,cumulative=0.9945)
2146	1	(prob=0.0000,cumulative=0.9945)
2148	1	(prob=0.0000,cumulative=0.9945)
2149	1	(prob=0.0000,cumulative=0.9945)
2151	2	(prob=0.0000,cumulative=0.9945)
2154	1	(prob=0.0000,cumulative=0.9946)
2157	1	(prob=0.0000,cumulative=0.9946)
2162	2	(prob=0.0000,cumulative=0.9946)
2163	1	(prob=0.0000,cumulative=0.9946)
2164	3	(prob=0.0000,cumulative=0.9946)
2166	1	(prob=0.0000,cumulative=0.9946)
2167	2	(prob=0.0000,cumulative=0.9947)
2170	1	(prob=0.0000,cumulative=0.9947)
2171	3	(prob=0.0000,cumulative=0.9947)
2172	1	(prob=0.0000,cumulative=0.9947)
2183	1	(prob=0.0000,cumulative=0.9947)
2191	1	(prob=0.0000,cumulative=0.9947)
2193	1	(prob=0.0000,cumulative=0.9947)
2196	1	(prob=0.0000,cumulative=0.9947)
2198	2	(prob=0.0000,cumulative=0.9948)
2202	1	(prob=0.0000,cumulative=0.9948)
2203	1	(prob=0.0000,cumulative=0.9948)
2204	1	(prob=0.0000,cumulative=0.9948)
2206	1	(prob=0.0000,cumulative=0.9948)
2208	1	(prob=0.0000,cumulative=0.9948)
2209	1	(prob=0.0000,cumulative=0.9948)
2211	2	(prob=0.0000,cumulative=0.9948)
2220	1	(prob=0.0000,cumulative=0.9949)
2221	1	(prob=0.0000,cumulative=0.9949)
2222	1	(prob=0.0000,cumulative=0.9949)
2224	1	(prob=0.0000,cumulative=0.9949)
2225	1	(prob=0.0000,cumulative=0.9949)
2226	1	(prob=0.0000,cumulative=0.9949)
2228	1	(prob=0.0000,cumulative=0.9949)
2229	2	(prob=0.0000,cumulative=0.9949)
2232	1	(prob=0.0000,cumulative=0.9949)
2237	1	(prob=0.0000,cumulative=0.9950)
2239	1	(prob=0.0000,cumulative=0.9950)
2242	1	(prob=0.0000,cumulative=0.9950)
2248	2	(prob=0.0000,cumulative=0.9950)
2250	1	(prob=0.0000,cumulative=0.9950)
2259	1	(prob=0.0000,cumulative=0.9950)
2261	1	(prob=0.0000,cumulative=0.9950)
2262	1	(prob=0.0000,cumulative=0.9950)
2263	1	(prob=0.0000,cumulative=0.9950)
2266	1	(prob=0.0000,cumulative=0.9950)
2269	1	(prob=0.0000,cumulative=0.9951)
2270	2	(prob=0.0000,cumulative=0.9951)
2277	2	(prob=0.0000,cumulative=0.9951)
2278	1	(prob=0.0000,cumulative=0.9951)
