exon	length	distribution
2279	1	(prob=0.0000,cumulative=0.9951)
2280	2	(prob=0.0000,cumulative=0.9951)
2281	1	(prob=0.0000,cumulative=0.9951)
2286	2	(prob=0.0000,cumulative=0.9952)
2288	1	(prob=0.0000,cumulative=0.9952)
2294	2	(prob=0.0000,cumulative=0.9952)
2298	1	(prob=0.0000,cumulative=0.9952)
2300	1	(prob=0.0000,cumulative=0.9952)
2304	2	(prob=0.0000,cumulative=0.9952)
2306	1	(prob=0.0000,cumulative=0.9952)
2313	2	(prob=0.0000,cumulative=0.9953)
2317	1	(prob=0.0000,cumulative=0.9953)
2318	1	(prob=0.0000,cumulative=0.9953)
2319	1	(prob=0.0000,cumulative=0.9953)
2323	1	(prob=0.0000,cumulative=0.9953)
2325	1	(prob=0.0000,cumulative=0.9953)
2328	1	(prob=0.0000,cumulative=0.9953)
2330	3	(prob=0.0000,cumulative=0.9954)
2331	1	(prob=0.0000,cumulative=0.9954)
2332	1	(prob=0.0000,cumulative=0.9954)
2333	1	(prob=0.0000,cumulative=0.9954)
2338	2	(prob=0.0000,cumulative=0.9954)
2340	1	(prob=0.0000,cumulative=0.9954)
2343	1	(prob=0.0000,cumulative=0.9954)
2344	1	(prob=0.0000,cumulative=0.9954)
2345	2	(prob=0.0000,cumulative=0.9955)
2349	2	(prob=0.0000,cumulative=0.9955)
2352	1	(prob=0.0000,cumulative=0.9955)
2355	2	(prob=0.0000,cumulative=0.9955)
2369	2	(prob=0.0000,cumulative=0.9955)
2375	1	(prob=0.0000,cumulative=0.9955)
2380	1	(prob=0.0000,cumulative=0.9955)
2387	1	(prob=0.0000,cumulative=0.9956)
2390	1	(prob=0.0000,cumulative=0.9956)
2393	2	(prob=0.0000,cumulative=0.9956)
2394	1	(prob=0.0000,cumulative=0.9956)
2401	1	(prob=0.0000,cumulative=0.9956)
2403	1	(prob=0.0000,cumulative=0.9956)
2405	1	(prob=0.0000,cumulative=0.9956)
2406	1	(prob=0.0000,cumulative=0.9956)
2407	1	(prob=0.0000,cumulative=0.9956)
2408	1	(prob=0.0000,cumulative=0.9957)
2410	2	(prob=0.0000,cumulative=0.9957)
2412	1	(prob=0.0000,cumulative=0.9957)
2420	1	(prob=0.0000,cumulative=0.9957)
2421	1	(prob=0.0000,cumulative=0.9957)
2431	1	(prob=0.0000,cumulative=0.9957)
2432	2	(prob=0.0000,cumulative=0.9957)
2433	1	(prob=0.0000,cumulative=0.9957)
2434	3	(prob=0.0000,cumulative=0.9958)
2435	1	(prob=0.0000,cumulative=0.9958)
2449	1	(prob=0.0000,cumulative=0.9958)
2451	1	(prob=0.0000,cumulative=0.9958)
2453	1	(prob=0.0000,cumulative=0.9958)
2458	1	(prob=0.0000,cumulative=0.9958)
2481	1	(prob=0.0000,cumulative=0.9958)
2486	1	(prob=0.0000,cumulative=0.9958)
2487	1	(prob=0.0000,cumulative=0.9959)
2492	1	(prob=0.0000,cumulative=0.9959)
2498	2	(prob=0.0000,cumulative=0.9959)
2503	1	(prob=0.0000,cumulative=0.9959)
2505	1	(prob=0.0000,cumulative=0.9959)
2508	2	(prob=0.0000,cumulative=0.9959)
2510	1	(prob=0.0000,cumulative=0.9959)
2520	1	(prob=0.0000,cumulative=0.9959)
2522	1	(prob=0.0000,cumulative=0.9960)
2529	2	(prob=0.0000,cumulative=0.9960)
2533	1	(prob=0.0000,cumulative=0.9960)
2534	1	(prob=0.0000,cumulative=0.9960)
2538	1	(prob=0.0000,cumulative=0.9960)
2540	1	(prob=0.0000,cumulative=0.9960)
2544	1	(prob=0.0000,cumulative=0.9960)
2548	1	(prob=0.0000,cumulative=0.9960)
2550	1	(prob=0.0000,cumulative=0.9960)
2552	2	(prob=0.0000,cumulative=0.9961)
2553	2	(prob=0.0000,cumulative=0.9961)
2554	1	(prob=0.0000,cumulative=0.9961)
2562	1	(prob=0.0000,cumulative=0.9961)
2565	1	(prob=0.0000,cumulative=0.9961)
2574	1	(prob=0.0000,cumulative=0.9961)
2580	2	(prob=0.0000,cumulative=0.9961)
2586	1	(prob=0.0000,cumulative=0.9962)
2589	1	(prob=0.0000,cumulative=0.9962)
2596	1	(prob=0.0000,cumulative=0.9962)
2598	1	(prob=0.0000,cumulative=0.9962)
2603	1	(prob=0.0000,cumulative=0.9962)
2611	1	(prob=0.0000,cumulative=0.9962)
2612	1	(prob=0.0000,cumulative=0.9962)
2614	1	(prob=0.0000,cumulative=0.9962)
2618	1	(prob=0.0000,cumulative=0.9962)
2630	1	(prob=0.0000,cumulative=0.9962)
2638	1	(prob=0.0000,cumulative=0.9963)
2640	1	(prob=0.0000,cumulative=0.9963)
2646	1	(prob=0.0000,cumulative=0.9963)
2647	1	(prob=0.0000,cumulative=0.9963)
2652	1	(prob=0.0000,cumulative=0.9963)
2653	2	(prob=0.0000,cumulative=0.9963)
2655	1	(prob=0.0000,cumulative=0.9963)
2666	1	(prob=0.0000,cumulative=0.9963)
2669	1	(prob=0.0000,cumulative=0.9963)
2674	1	(prob=0.0000,cumulative=0.9964)
2675	1	(prob=0.0000,cumulative=0.9964)
2677	1	(prob=0.0000,cumulative=0.9964)
2679	1	(prob=0.0000,cumulative=0.9964)
2682	1	(prob=0.0000,cumulative=0.9964)
2685	1	(prob=0.0000,cumulative=0.9964)
2686	1	(prob=0.0000,cumulative=0.9964)
2687	1	(prob=0.0000,cumulative=0.9964)
2690	1	(prob=0.0000,cumulative=0.9964)
2700	2	(prob=0.0000,cumulative=0.9965)
2704	1	(prob=0.0000,cumulative=0.9965)
2706	1	(prob=0.0000,cumulative=0.9965)
2713	2	(prob=0.0000,cumulative=0.9965)
2726	1	(prob=0.0000,cumulative=0.9965)
2733	1	(prob=0.0000,cumulative=0.9965)
2741	1	(prob=0.0000,cumulative=0.9965)
2750	1	(prob=0.0000,cumulative=0.9965)
2753	1	(prob=0.0000,cumulative=0.9965)
2755	2	(prob=0.0000,cumulative=0.9966)
2762	1	(prob=0.0000,cumulative=0.9966)
2765	1	(prob=0.0000,cumulative=0.9966)
2766	1	(prob=0.0000,cumulative=0.9966)
2768	1	(prob=0.0000,cumulative=0.9966)
2769	1	(prob=0.0000,cumulative=0.9966)
2771	1	(prob=0.0000,cumulative=0.9966)
2784	1	(prob=0.0000,cumulative=0.9966)
2787	1	(prob=0.0000,cumulative=0.9966)
2788	1	(prob=0.0000,cumulative=0.9966)
2790	1	(prob=0.0000,cumulative=0.9967)
2792	1	(prob=0.0000,cumulative=0.9967)
2805	1	(prob=0.0000,cumulative=0.9967)
2807	1	(prob=0.0000,cumulative=0.9967)
2813	1	(prob=0.0000,cumulative=0.9967)
2818	1	(prob=0.0000,cumulative=0.9967)
2819	2	(prob=0.0000,cumulative=0.9967)
2824	1	(prob=0.0000,cumulative=0.9967)
2835	1	(prob=0.0000,cumulative=0.9967)
2843	1	(prob=0.0000,cumulative=0.9968)
2851	1	(prob=0.0000,cumulative=0.9968)
2852	1	(prob=0.0000,cumulative=0.9968)
2853	1	(prob=0.0000,cumulative=0.9968)
2857	1	(prob=0.0000,cumulative=0.9968)
2860	1	(prob=0.0000,cumulative=0.9968)
2862	1	(prob=0.0000,cumulative=0.9968)
2868	2	(prob=0.0000,cumulative=0.9968)
2869	1	(prob=0.0000,cumulative=0.9968)
2872	1	(prob=0.0000,cumulative=0.9969)
2876	1	(prob=0.0000,cumulative=0.9969)
2887	1	(prob=0.0000,cumulative=0.9969)
2892	1	(prob=0.0000,cumulative=0.9969)
2894	1	(prob=0.0000,cumulative=0.9969)
2895	1	(prob=0.0000,cumulative=0.9969)
2896	1	(prob=0.0000,cumulative=0.9969)
2914	1	(prob=0.0000,cumulative=0.9969)
2915	1	(prob=0.0000,cumulative=0.9969)
2919	1	(prob=0.0000,cumulative=0.9969)
2920	1	(prob=0.0000,cumulative=0.9970)
2921	1	(prob=0.0000,cumulative=0.9970)
2924	1	(prob=0.0000,cumulative=0.9970)
2925	1	(prob=0.0000,cumulative=0.9970)
2927	1	(prob=0.0000,cumulative=0.9970)
2937	1	(prob=0.0000,cumulative=0.9970)
2940	1	(prob=0.0000,cumulative=0.9970)
2948	1	(prob=0.0000,cumulative=0.9970)
2952	1	(prob=0.0000,cumulative=0.9970)
2953	1	(prob=0.0000,cumulative=0.9970)
2954	1	(prob=0.0000,cumulative=0.9971)
2958	1	(prob=0.0000,cumulative=0.9971)
2959	1	(prob=0.0000,cumulative=0.9971)
2963	1	(prob=0.0000,cumulative=0.9971)
2971	2	(prob=0.0000,cumulative=0.9971)
2974	1	(prob=0.0000,cumulative=0.9971)
2978	1	(prob=0.0000,cumulative=0.9971)
2980	1	(prob=0.0000,cumulative=0.9971)
2991	1	(prob=0.0000,cumulative=0.9971)
2996	1	(prob=0.0000,cumulative=0.9972)
2997	1	(prob=0.0000,cumulative=0.9972)
3001	1	(prob=0.0000,cumulative=0.9972)
3005	1	(prob=0.0000,cumulative=0.9972)
3006	3	(prob=0.0000,cumulative=0.9972)
3008	1	(prob=0.0000,cumulative=0.9972)
3010	1	(prob=0.0000,cumulative=0.9972)
3011	1	(prob=0.0000,cumulative=0.9972)
3014	1	(prob=0.0000,cumulative=0.9973)
3016	1	(prob=0.0000,cumulative=0.9973)
3024	1	(prob=0.0000,cumulative=0.9973)
3025	1	(prob=0.0000,cumulative=0.9973)
3028	1	(prob=0.0000,cumulative=0.9973)
3037	1	(prob=0.0000,cumulative=0.9973)
3040	1	(prob=0.0000,cumulative=0.9973)
3048	2	(prob=0.0000,cumulative=0.9973)
3057	1	(prob=0.0000,cumulative=0.9973)
3058	1	(prob=0.0000,cumulative=0.9974)
3059	1	(prob=0.0000,cumulative=0.9974)
3075	1	(prob=0.0000,cumulative=0.9974)
3081	1	(prob=0.0000,cumulative=0.9974)
3082	1	(prob=0.0000,cumulative=0.9974)
3085	1	(prob=0.0000,cumulative=0.9974)
3091	1	(prob=0.0000,cumulative=0.9974)
3099	1	(prob=0.0000,cumulative=0.9974)
3110	1	(prob=0.0000,cumulative=0.9974)
3111	1	(prob=0.0000,cumulative=0.9974)
3114	1	(prob=0.0000,cumulative=0.9975)
3115	1	(prob=0.0000,cumulative=0.9975)
3117	1	(prob=0.0000,cumulative=0.9975)
3118	1	(prob=0.0000,cumulative=0.9975)
3123	1	(prob=0.0000,cumulative=0.9975)
3127	1	(prob=0.0000,cumulative=0.9975)
3129	1	(prob=0.0000,cumulative=0.9975)
3144	1	(prob=0.0000,cumulative=0.9975)
3155	1	(prob=0.0000,cumulative=0.9975)
3168	1	(prob=0.0000,cumulative=0.9975)
3184	1	(prob=0.0000,cumulative=0.9976)
3194	1	(prob=0.0000,cumulative=0.9976)
3195	1	(prob=0.0000,cumulative=0.9976)
3208	1	(prob=0.0000,cumulative=0.9976)
3223	1	(prob=0.0000,cumulative=0.9976)
3230	1	(prob=0.0000,cumulative=0.9976)
3232	1	(prob=0.0000,cumulative=0.9976)
3241	1	(prob=0.0000,cumulative=0.9976)
3244	1	(prob=0.0000,cumulative=0.9976)
3245	1	(prob=0.0000,cumulative=0.9976)
3266	1	(prob=0.0000,cumulative=0.9977)
3275	1	(prob=0.0000,cumulative=0.9977)
3282	1	(prob=0.0000,cumulative=0.9977)
3293	1	(prob=0.0000,cumulative=0.9977)
3301	1	(prob=0.0000,cumulative=0.9977)
3306	1	(prob=0.0000,cumulative=0.9977)
3312	1	(prob=0.0000,cumulative=0.9977)
3314	1	(prob=0.0000,cumulative=0.9977)
3315	1	(prob=0.0000,cumulative=0.9977)
3317	1	(prob=0.0000,cumulative=0.9977)
3320	1	(prob=0.0000,cumulative=0.9978)
3324	1	(prob=0.0000,cumulative=0.9978)
3334	1	(prob=0.0000,cumulative=0.9978)
3342	1	(prob=0.0000,cumulative=0.9978)
3355	1	(prob=0.0000,cumulative=0.9978)
3368	1	(prob=0.0000,cumulative=0.9978)
3374	1	(prob=0.0000,cumulative=0.9978)
3375	1	(prob=0.0000,cumulative=0.9978)
3400	1	(prob=0.0000,cumulative=0.9978)
3405	1	(prob=0.0000,cumulative=0.9978)
3426	1	(prob=0.0000,cumulative=0.9979)
3427	2	(prob=0.0000,cumulative=0.9979)
3435	1	(prob=0.0000,cumulative=0.9979)
3465	1	(prob=0.0000,cumulative=0.9979)
3467	1	(prob=0.0000,cumulative=0.9979)
3483	1	(prob=0.0000,cumulative=0.9979)
3485	1	(prob=0.0000,cumulative=0.9979)
3489	1	(prob=0.0000,cumulative=0.9979)
3498	1	(prob=0.0000,cumulative=0.9979)
3500	1	(prob=0.0000,cumulative=0.9980)
3505	1	(prob=0.0000,cumulative=0.9980)
3507	2	(prob=0.0000,cumulative=0.9980)
3511	1	(prob=0.0000,cumulative=0.9980)
3530	1	(prob=0.0000,cumulative=0.9980)
3546	1	(prob=0.0000,cumulative=0.9980)
3569	1	(prob=0.0000,cumulative=0.9980)
3575	1	(prob=0.0000,cumulative=0.9980)
3578	1	(prob=0.0000,cumulative=0.9980)
3582	1	(prob=0.0000,cumulative=0.9981)
3583	1	(prob=0.0000,cumulative=0.9981)
3595	1	(prob=0.0000,cumulative=0.9981)
3609	1	(prob=0.0000,cumulative=0.9981)
3615	1	(prob=0.0000,cumulative=0.9981)
3629	1	(prob=0.0000,cumulative=0.9981)
3633	1	(prob=0.0000,cumulative=0.9981)
3645	1	(prob=0.0000,cumulative=0.9981)
3660	1	(prob=0.0000,cumulative=0.9981)
3690	1	(prob=0.0000,cumulative=0.9981)
3702	1	(prob=0.0000,cumulative=0.9982)
3726	1	(prob=0.0000,cumulative=0.9982)
3740	1	(prob=0.0000,cumulative=0.9982)
3765	1	(prob=0.0000,cumulative=0.9982)
3786	1	(prob=0.0000,cumulative=0.9982)
3803	1	(prob=0.0000,cumulative=0.9982)
3812	2	(prob=0.0000,cumulative=0.9982)
3824	1	(prob=0.0000,cumulative=0.9982)
3825	1	(prob=0.0000,cumulative=0.9982)
3827	1	(prob=0.0000,cumulative=0.9983)
3830	1	(prob=0.0000,cumulative=0.9983)
3831	1	(prob=0.0000,cumulative=0.9983)
3845	1	(prob=0.0000,cumulative=0.9983)
3849	1	(prob=0.0000,cumulative=0.9983)
3862	1	(prob=0.0000,cumulative=0.9983)
3864	1	(prob=0.0000,cumulative=0.9983)
3865	1	(prob=0.0000,cumulative=0.9983)
3872	1	(prob=0.0000,cumulative=0.9983)
3874	1	(prob=0.0000,cumulative=0.9983)
3898	1	(prob=0.0000,cumulative=0.9983)
3914	1	(prob=0.0000,cumulative=0.9984)
3916	1	(prob=0.0000,cumulative=0.9984)
3917	1	(prob=0.0000,cumulative=0.9984)
3923	1	(prob=0.0000,cumulative=0.9984)
3952	1	(prob=0.0000,cumulative=0.9984)
3979	1	(prob=0.0000,cumulative=0.9984)
4008	1	(prob=0.0000,cumulative=0.9984)
4010	1	(prob=0.0000,cumulative=0.9984)
4017	1	(prob=0.0000,cumulative=0.9984)
4021	1	(prob=0.0000,cumulative=0.9984)
4023	1	(prob=0.0000,cumulative=0.9985)
4026	1	(prob=0.0000,cumulative=0.9985)
4032	1	(prob=0.0000,cumulative=0.9985)
4061	1	(prob=0.0000,cumulative=0.9985)
4098	1	(prob=0.0000,cumulative=0.9985)
4115	2	(prob=0.0000,cumulative=0.9985)
4128	1	(prob=0.0000,cumulative=0.9985)
4134	1	(prob=0.0000,cumulative=0.9985)
4141	1	(prob=0.0000,cumulative=0.9985)
4150	1	(prob=0.0000,cumulative=0.9986)
4162	1	(prob=0.0000,cumulative=0.9986)
4176	1	(prob=0.0000,cumulative=0.9986)
4177	1	(prob=0.0000,cumulative=0.9986)
4193	2	(prob=0.0000,cumulative=0.9986)
4203	1	(prob=0.0000,cumulative=0.9986)
4205	1	(prob=0.0000,cumulative=0.9986)
4209	1	(prob=0.0000,cumulative=0.9986)
4214	1	(prob=0.0000,cumulative=0.9986)
4230	1	(prob=0.0000,cumulative=0.9987)
4238	1	(prob=0.0000,cumulative=0.9987)
4249	1	(prob=0.0000,cumulative=0.9987)
4338	1	(prob=0.0000,cumulative=0.9987)
4342	1	(prob=0.0000,cumulative=0.9987)
4353	1	(prob=0.0000,cumulative=0.9987)
4358	1	(prob=0.0000,cumulative=0.9987)
4366	1	(prob=0.0000,cumulative=0.9987)
4381	1	(prob=0.0000,cumulative=0.9987)
4386	1	(prob=0.0000,cumulative=0.9987)
4389	1	(prob=0.0000,cumulative=0.9988)
4432	1	(prob=0.0000,cumulative=0.9988)
4454	1	(prob=0.0000,cumulative=0.9988)
4462	1	(prob=0.0000,cumulative=0.9988)
4505	1	(prob=0.0000,cumulative=0.9988)
4509	1	(prob=0.0000,cumulative=0.9988)
4523	2	(prob=0.0000,cumulative=0.9988)
4528	2	(prob=0.0000,cumulative=0.9988)
4560	1	(prob=0.0000,cumulative=0.9989)
4561	1	(prob=0.0000,cumulative=0.9989)
4573	1	(prob=0.0000,cumulative=0.9989)
4592	1	(prob=0.0000,cumulative=0.9989)
4598	1	(prob=0.0000,cumulative=0.9989)
4611	1	(prob=0.0000,cumulative=0.9989)
4625	1	(prob=0.0000,cumulative=0.9989)
4638	1	(prob=0.0000,cumulative=0.9989)
4721	1	(prob=0.0000,cumulative=0.9989)
4737	1	(prob=0.0000,cumulative=0.9989)
4742	1	(prob=0.0000,cumulative=0.9990)
4745	1	(prob=0.0000,cumulative=0.9990)
4764	1	(prob=0.0000,cumulative=0.9990)
4775	1	(prob=0.0000,cumulative=0.9990)
4800	1	(prob=0.0000,cumulative=0.9990)
4801	1	(prob=0.0000,cumulative=0.9990)
4830	1	(prob=0.0000,cumulative=0.9990)
4857	1	(prob=0.0000,cumulative=0.9990)
4867	1	(prob=0.0000,cumulative=0.9990)
4878	1	(prob=0.0000,cumulative=0.9990)
4887	1	(prob=0.0000,cumulative=0.9991)
4894	1	(prob=0.0000,cumulative=0.9991)
4914	1	(prob=0.0000,cumulative=0.9991)
4928	1	(prob=0.0000,cumulative=0.9991)
4941	1	(prob=0.0000,cumulative=0.9991)
4963	1	(prob=0.0000,cumulative=0.9991)
4974	1	(prob=0.0000,cumulative=0.9991)
5018	1	(prob=0.0000,cumulative=0.9991)
5026	1	(prob=0.0000,cumulative=0.9991)
5046	1	(prob=0.0000,cumulative=0.9991)
5059	1	(prob=0.0000,cumulative=0.9992)
5063	1	(prob=0.0000,cumulative=0.9992)
5078	1	(prob=0.0000,cumulative=0.9992)
5085	1	(prob=0.0000,cumulative=0.9992)
5127	1	(prob=0.0000,cumulative=0.9992)
5134	1	(prob=0.0000,cumulative=0.9992)
5174	1	(prob=0.0000,cumulative=0.9992)
5212	1	(prob=0.0000,cumulative=0.9992)
5251	1	(prob=0.0000,cumulative=0.9992)
5321	1	(prob=0.0000,cumulative=0.9992)
5343	1	(prob=0.0000,cumulative=0.9993)
5348	1	(prob=0.0000,cumulative=0.9993)
5410	1	(prob=0.0000,cumulative=0.9993)
5450	1	(prob=0.0000,cumulative=0.9993)
5453	1	(prob=0.0000,cumulative=0.9993)
5459	1	(prob=0.0000,cumulative=0.9993)
5580	1	(prob=0.0000,cumulative=0.9993)
5598	1	(prob=0.0000,cumulative=0.9993)
5670	1	(prob=0.0000,cumulative=0.9993)
5704	1	(prob=0.0000,cumulative=0.9993)
5760	1	(prob=0.0000,cumulative=0.9994)
5778	1	(prob=0.0000,cumulative=0.9994)
5789	1	(prob=0.0000,cumulative=0.9994)
5920	1	(prob=0.0000,cumulative=0.9994)
5979	1	(prob=0.0000,cumulative=0.9994)
6075	1	(prob=0.0000,cumulative=0.9994)
6102	1	(prob=0.0000,cumulative=0.9994)
6128	1	(prob=0.0000,cumulative=0.9994)
6149	1	(prob=0.0000,cumulative=0.9994)
6165	1	(prob=0.0000,cumulative=0.9994)
6219	1	(prob=0.0000,cumulative=0.9995)
6257	1	(prob=0.0000,cumulative=0.9995)
6307	1	(prob=0.0000,cumulative=0.9995)
6309	1	(prob=0.0000,cumulative=0.9995)
6324	1	(prob=0.0000,cumulative=0.9995)
6464	1	(prob=0.0000,cumulative=0.9995)
6482	1	(prob=0.0000,cumulative=0.9995)
6585	1	(prob=0.0000,cumulative=0.9995)
6603	1	(prob=0.0000,cumulative=0.9995)
6677	1	(prob=0.0000,cumulative=0.9995)
6732	1	(prob=0.0000,cumulative=0.9996)
7086	1	(prob=0.0000,cumulative=0.9996)
7174	1	(prob=0.0000,cumulative=0.9996)
7432	1	(prob=0.0000,cumulative=0.9996)
7516	1	(prob=0.0000,cumulative=0.9996)
7543	1	(prob=0.0000,cumulative=0.9996)
7834	1	(prob=0.0000,cumulative=0.9996)
7920	1	(prob=0.0000,cumulative=0.9996)
8189	1	(prob=0.0000,cumulative=0.9996)
8340	1	(prob=0.0000,cumulative=0.9996)
8530	1	(prob=0.0000,cumulative=0.9997)
8920	1	(prob=0.0000,cumulative=0.9997)
8950	1	(prob=0.0000,cumulative=0.9997)
9070	1	(prob=0.0000,cumulative=0.9997)
9128	1	(prob=0.0000,cumulative=0.9997)
9140	1	(prob=0.0000,cumulative=0.9997)
9251	1	(prob=0.0000,cumulative=0.9997)
9301	1	(prob=0.0000,cumulative=0.9997)
9505	1	(prob=0.0000,cumulative=0.9997)
9531	1	(prob=0.0000,cumulative=0.9997)
9645	1	(prob=0.0000,cumulative=0.9998)
9793	1	(prob=0.0000,cumulative=0.9998)
10089	1	(prob=0.0000,cumulative=0.9998)
10332	1	(prob=0.0000,cumulative=0.9998)
10524	1	(prob=0.0000,cumulative=0.9998)
10556	1	(prob=0.0000,cumulative=0.9998)
10630	1	(prob=0.0000,cumulative=0.9998)
10831	1	(prob=0.0000,cumulative=0.9998)
10969	1	(prob=0.0000,cumulative=0.9998)
11238	1	(prob=0.0000,cumulative=0.9998)
11609	1	(prob=0.0000,cumulative=0.9999)
11752	1	(prob=0.0000,cumulative=0.9999)
11812	1	(prob=0.0000,cumulative=0.9999)
11922	1	(prob=0.0000,cumulative=0.9999)
12083	1	(prob=0.0000,cumulative=0.9999)
12502	1	(prob=0.0000,cumulative=0.9999)
13340	1	(prob=0.0000,cumulative=0.9999)
13472	1	(prob=0.0000,cumulative=0.9999)
14097	1	(prob=0.0000,cumulative=0.9999)
14126	1	(prob=0.0000,cumulative=0.9999)
14314	1	(prob=0.0000,cumulative=1.0000)
14597	1	(prob=0.0000,cumulative=1.0000)
14702	1	(prob=0.0000,cumulative=1.0000)
16383	1	(prob=0.0000,cumulative=1.0000)
16552	1	(prob=0.0000,cumulative=1.0000)
18349	1	(prob=0.0000,cumulative=1.0000)
